ID,Date,Pointage,Dépointage,POINTEUSE
8,22/10/2019,07:38:00,18:44:00,MBOUR-1
8,23/10/2019,07:37:00,18:38:00,MBOUR-1
8,24/10/2019,07:44:00,18:53:00,MBOUR-1
8,25/10/2019,07:26:00,18:39:00,MBOUR-1
8,28/10/2019,07:42:00,19:20:00,MBOUR-1
8,29/10/2019,07:30:00,17:57:00,MBOUR-1
8,30/10/2019,07:35:00,18:51:00,MBOUR-1
8,31/10/2019,07:34:00,18:40:00,MBOUR-1
9,01/10/2019,06:52:00,,SIEGE 7E B-1
9,02/10/2019,07:00:00,,SIEGE 7E B-1
9,03/10/2019,06:52:00,17:05:00,SIEGE RDC B-1
9,04/10/2019,06:52:00,13:54:00,SIEGE RDC B-1
9,07/10/2019,06:50:00,17:02:00,SIEGE RDC B-1
9,09/10/2019,07:01:00,17:10:00,SIEGE RDC B-1
9,10/10/2019,06:53:00,,SIEGE RDC B-1
9,11/10/2019,06:49:00,13:48:00,SIEGE RDC B-1
9,14/10/2019,07:01:00,,SIEGE 7E B-1
9,15/10/2019,06:53:00,16:58:00,SIEGE RDC B-1
9,16/10/2019,06:54:00,,SIEGE 7E B-1
9,18/10/2019,06:53:00,,SIEGE 7E B-1
9,21/10/2019,06:54:00,17:04:00,SIEGE RDC B-1
9,22/10/2019,07:00:00,17:09:00,SIEGE RDC B-1
9,23/10/2019,07:02:00,17:08:00,SIEGE RDC B-1
9,24/10/2019,07:00:00,,SIEGE 7E B-1
9,25/10/2019,06:52:00,,SIEGE RDC B-1
9,28/10/2019,06:55:00,17:03:00,SIEGE RDC B-1
9,29/10/2019,06:55:00,,SIEGE RDC B-1
9,30/10/2019,06:54:00,17:00:00,SIEGE RDC B-1
9,31/10/2019,06:51:00,,SIEGE 7E B-1
10,01/10/2019,07:44:00,,SIEGE SS1 B-1
10,02/10/2019,07:52:00,,SIEGE SS1 B-1
10,03/10/2019,08:03:00,,SIEGE SS1 B-1
10,04/10/2019,07:31:00,,SIEGE SS1 B-1
10,07/10/2019,07:54:00,,SIEGE SS1 B-1
10,08/10/2019,07:39:00,,SIEGE SS1 B-1
10,09/10/2019,08:02:00,,SIEGE SS1 B-1
10,10/10/2019,07:44:00,,SIEGE SS1 B-1
10,11/10/2019,07:40:00,,SIEGE SS1 B-1
10,14/10/2019,07:43:00,,SIEGE SS1 B-1
10,15/10/2019,07:42:00,,SIEGE SS1 B-1
10,16/10/2019,07:36:00,,SIEGE SS1 B-1
10,18/10/2019,07:37:00,,SIEGE SS1 B-1
10,21/10/2019,17:50:00,,SIEGE 7E B-1
10,22/10/2019,07:27:00,,SIEGE SS1 B-1
10,23/10/2019,07:53:00,,SIEGE SS1 B-1
10,24/10/2019,07:27:00,,SIEGE SS1 B-1
10,25/10/2019,07:40:00,,SIEGE SS1 B-1
10,28/10/2019,07:38:00,,SIEGE SS1 B-1
10,29/10/2019,07:40:00,,SIEGE SS1 B-1
11,01/10/2019,06:47:00,,SIEGE RDC B-1
11,02/10/2019,07:02:00,,SIEGE RDC B-1
11,07/10/2019,07:11:00,,SIEGE RDC B-1
11,08/10/2019,06:41:00,,SIEGE RDC B-1
11,09/10/2019,06:58:00,,SIEGE RDC B-1
11,11/10/2019,07:06:00,,SIEGE RDC B-1
11,14/10/2019,07:06:00,,SIEGE RDC B-1
11,15/10/2019,06:49:00,,SIEGE RDC B-1
11,16/10/2019,07:14:00,,SIEGE RDC B-1
11,18/10/2019,07:17:00,,SIEGE 4E B-1
11,21/10/2019,07:07:00,18:43:00,SIEGE 4E B-1
11,22/10/2019,07:12:00,18:48:00,SIEGE 4E B-1
11,23/10/2019,07:07:00,,SIEGE RDC B-1
11,24/10/2019,07:18:00,,SIEGE RDC B-1
11,25/10/2019,07:23:00,14:29:00,SIEGE 4E B-1
11,28/10/2019,07:06:00,17:57:00,SIEGE 4E B-1
11,29/10/2019,06:53:00,,SIEGE RDC B-1
11,30/10/2019,07:01:00,18:23:00,SIEGE RDC B-1
12,01/10/2019,06:36:00,16:41:00,MEDINA - 1-1
12,04/10/2019,06:38:00,13:49:00,MEDINA - 1-1
12,07/10/2019,06:34:00,,MEDINA - 1-1
12,08/10/2019,06:30:00,16:44:00,MEDINA - 1-1
12,11/10/2019,06:30:00,13:36:00,MEDINA - 1-1
